Station,TEMP,TDS,pH,TURB,WQI
IND00016,26.0,229.603294359,8.2,20.1385306715,58.8480918301
IND00016,29.0,229.603294359,8.2,20.1385306715,59.6814251635
IND00016,23.0,0.0,6.7,5.0,9.54722222222
IND00016,26.0,0.0,7.6,2.0,9.98888888889
IND00016,32.0,0.0,7.5,1.0,11.4027777778
IND00016,28.0,0.0,7.6,2.0,10.5444444444
IND00016,31.0,0.0,7.1,8.0,12.5583333333
IND00016,26.6836370236,0.0,7.5,5.0,10.8148991732
IND00016,27.0,0.0,6.8,20.1385306715,14.0530068159
IND00016,27.0,0.0,6.8,20.1385306715,14.0530068159
IND00016,29.0,0.0,6.8,20.1385306715,14.6085623714
IND00016,28.0,0.0,7.0,20.1385306715,14.3918957048
IND00016,28.0,0.0,7.3,20.1385306715,14.4835623714
IND00016,29.0,0.0,7.2,20.1385306715,14.7307845937
IND00016,27.0,450.0,6.7,5.0,98.1583333333
IND00016,29.0,229.603294359,6.94,20.1385306715,59.2964251635
IND00017,30.0,0.0,6.0,0.0,10.1666666667
IND00017,31.0,0.0,6.7,0.0,10.6583333333
IND00017,31.0,229.603294359,6.9,0.0,55.3645294587
IND00017,26.5,229.603294359,4.7,2.0,53.8867516809
IND00017,26.0,229.603294359,7.0,8.0,55.7839739031
IND00017,28.0,229.603294359,4.8,3.0,54.5561961254
IND00017,29.0,229.603294359,3.8,2.0,54.3061961254
IND00017,28.5,229.603294359,6.6,2.0,55.022862792
IND00017,28.0,229.603294359,6.0,6.0,55.5895294587
IND00017,27.0,229.603294359,6.6,1.0,54.3839739031
IND00017,27.0,229.603294359,6.1,1.0,54.2311961254
IND00017,28.5,229.603294359,4.6,0.0,53.9673072365
IND00017,29.0,0.0,4.7,0.0,9.49166666667
IND00017,28.0,229.603294359,6.7,0.0,54.4700850143
IND00017,26.0,229.603294359,6.5,2.0,54.297862792
IND00017,25.5,229.603294359,6.2,1.0,53.8450850143
IND00017,28.0,229.603294359,6.0,1.0,54.4784183476
IND00017,26.5,229.603294359,4.7,3.0,54.1089739031
IND00017,26.5,229.603294359,7.1,4.0,55.0645294587
IND00017,28.0,229.603294359,7.3,0.0,54.6534183476
IND00017,28.0,229.603294359,5.8,0.0,54.1950850143
IND00017,28.0,229.603294359,7.3,0.0,54.6534183476
IND00017,29.5,229.603294359,6.9,0.0,54.947862792
IND00017,26.5,229.603294359,7.5,4.0,55.1867516809
IND00017,26.0,229.603294359,7.0,17.0,57.7839739031
IND00017,27.0,229.603294359,7.2,18.0,58.3450850143
IND00017,26.0,229.603294359,5.0,0.0,53.3950850143
IND00017,28.5,229.603294359,6.4,0.0,54.5173072365
IND00017,28.0,229.603294359,6.7,2.0,54.9145294587
IND00017,28.5,229.603294359,6.8,2.0,55.0839739031
IND00017,26.5,229.603294359,7.1,1.0,54.397862792
IND00017,27.5,229.603294359,7.4,1.0,54.7673072365
IND00017,26.5,229.603294359,6.0,0.0,53.8395294587
IND00017,25.0,229.603294359,6.2,0.0,53.4839739031
IND00017,26.0,229.603294359,6.6,0.0,53.8839739031
IND00017,26.5,229.603294359,7.1,0.0,54.1756405698
IND00017,25.5,229.603294359,7.1,0.0,53.897862792
IND00017,26.0,229.603294359,6.8,0.0,53.9450850143
IND00017,26.5,229.603294359,7.0,0.0,54.1450850143
IND00017,27.0,229.603294359,7.1,1.0,54.5367516809
IND00017,26.0,229.603294359,6.6,1.0,54.1061961254
IND00017,29.0,229.603294359,6.0,1.0,54.7561961254
IND00017,29.0,229.603294359,6.8,1.0,55.0006405698
IND00017,31.0,229.603294359,3.8,0.0,54.4173072365
IND00017,31.5,229.603294359,7.1,1.0,55.7867516809
IND00017,29.0,229.603294359,6.6,1.0,54.9395294587
IND00017,26.0,229.603294359,8.8,0.0,54.5561961254
IND00017,28.0,0.0,5.0,6.0,10.6388888889
IND00017,29.0,0.0,5.5,4.0,10.625
IND00017,29.0,0.0,6.7,3.0,10.7694444444
IND00017,31.3,0.0,7.1,1.0,11.0861111111
IND00017,31.0,0.0,7.2,1.0,11.0333333333
IND00017,29.0,0.0,6.5,1.0,10.2638888889
IND00017,28.5,0.0,6.4,4.0,10.7611111111
IND00017,28.5,0.0,6.2,1.0,10.0333333333
IND00017,31.0,0.0,6.8,1.0,10.9111111111
IND00017,28.0,0.0,7.2,4.0,10.8666666667
IND00017,27.5,0.0,7.1,4.0,10.6972222222
IND00017,27.5,0.0,6.8,1.0,9.93888888889
IND00017,28.0,229.603294359,6.8,1.0,54.722862792
IND00017,30.0,229.603294359,6.9,2.0,55.5311961254
IND00017,29.0,229.603294359,7.2,2.0,55.3450850143
IND00017,32.0,229.603294359,6.8,1.0,55.8339739031
IND00017,31.0,229.603294359,6.9,1.0,55.5867516809
IND00017,28.0,229.603294359,5.4,6.0,55.4061961254
IND00017,29.0,229.603294359,5.4,0.0,54.3506405698
IND00017,27.0,229.603294359,6.8,1.0,54.4450850143
IND00017,28.0,229.603294359,6.1,3.0,54.9534183476
IND00017,28.5,229.603294359,5.9,1.0,54.5867516809
IND00017,28.0,229.603294359,6.1,3.0,54.9534183476
IND00017,28.0,229.603294359,6.2,3.0,54.9839739031
IND00017,29.0,229.603294359,5.0,1.0,54.4506405698
IND00017,31.0,229.603294359,5.0,2.0,55.2284183476
IND00017,31.0,229.603294359,6.7,1.0,55.5256405698
IND00017,28.0,229.603294359,6.2,1.0,54.5395294587
IND00017,28.0,229.603294359,6.6,7.0,55.9950850143
IND00017,27.0,229.603294359,5.1,1.0,53.9256405698
IND00017,28.0,229.603294359,5.1,2.0,54.4256405698
IND00017,28.0,229.603294359,5.5,1.0,54.3256405698
IND00017,28.0,229.603294359,5.3,2.0,54.4867516809
IND00017,27.5,229.603294359,5.3,2.0,54.347862792
IND00017,29.0,229.603294359,4.7,2.0,54.5811961254
IND00017,29.0,229.603294359,5.5,1.0,54.6034183476
IND00017,30.0,229.603294359,5.7,1.0,54.9423072365
IND00017,31.0,229.603294359,6.8,1.0,55.5561961254
IND00017,29.0,229.603294359,7.1,1.0,55.0923072365
IND00017,29.1,229.603294359,7.1,2.0,55.3423072365
IND00017,27.0,229.603294359,6.9,2.0,54.697862792
IND00017,27.0,229.603294359,4.8,2.0,54.0561961254
IND00017,28.0,229.603294359,6.1,2.0,54.7311961254
IND00017,30.0,229.603294359,4.9,1.0,54.697862792
IND00017,28.0,229.603294359,6.5,4.0,55.297862792
IND00017,29.0,0.0,5.3,0.0,9.675
IND00017,29.5,0.0,6.3,0.0,10.1194444444
IND00017,29.5,0.0,4.6,0.0,9.6
IND00017,30.5,0.0,6.4,16.0,13.9833333333
IND00017,31.0,0.0,6.7,22.0,15.5472222222
IND00017,32.0,0.0,6.4,29.0,17.2888888889
IND00017,31.5,0.0,6.5,22.0,15.625
IND00017,32.5,0.0,6.4,22.0,15.8722222222
IND00017,32.5,0.0,6.4,42.0,20.3166666667
IND00017,33.0,0.0,6.2,56.0,23.5055555556
IND00017,31.5,0.0,6.4,45.0,20.7055555556
IND00017,31.5,0.0,6.5,37.0,18.9583333333
IND00017,31.0,0.0,6.5,32.0,17.7083333333
IND00017,31.5,0.0,6.5,18.0,14.7361111111
IND00017,30.5,0.0,6.4,20.0,14.8722222222
IND00017,31.0,0.0,6.5,12.0,13.2638888889
IND00017,30.5,0.0,6.7,13.0,13.4083333333
IND00017,32.5,0.0,5.9,17.0,14.6083333333
IND00017,31.0,0.0,7.2,17.0,14.5888888889
IND00017,25.5,0.0,6.2,20.0,13.4222222222
IND00017,26.5,0.0,6.2,17.0,13.0333333333
IND00017,29.0,0.0,5.7,15.0,13.1305555556
IND00017,30.5,0.0,7.0,18.0,14.6111111111
IND00017,28.0,0.0,5.6,15.0,12.8222222222
IND00017,29.0,0.0,6.2,14.0,13.0611111111
IND00017,27.6,0.0,6.2,12.0,12.2277777778
IND00017,30.0,229.603294359,5.36,20.1385306715,59.0914251635
IND00017,35.0,229.603294359,5.06,20.1385306715,60.3886473857
IND00017,37.0,229.603294359,5.74,20.1385306715,61.151980719
IND00017,31.0,229.603294359,7.2,20.1385306715,59.9314251635
IND00017,29.5,229.603294359,7.55,20.1385306715,59.6217029413
IND00017,24.5,229.603294359,7.17,20.1385306715,58.1167029412
IND00017,28.0,229.603294359,6.03,20.1385306715,58.7405918301
IND00017,26.0,229.603294359,7.2,20.1385306715,58.5425362746
IND00017,31.0,229.603294359,6.94,20.1385306715,59.851980719
IND00017,30.5,229.603294359,6.35,20.1385306715,59.5328140524
IND00017,30.0,229.603294359,6.65,20.1385306715,59.4855918301
IND00017,30.5,229.603294359,5.64,20.1385306715,59.3158696079
IND00017,28.5,229.603294359,7.3,20.1385306715,59.2675362746
IND00017,32.0,229.603294359,5.25,20.1385306715,59.6133696079
IND00017,32.5,229.603294359,5.0,20.1385306715,59.6758696079
IND00017,31.5,229.603294359,6.2,20.1385306715,59.7647584968
IND00017,26.0,229.603294359,7.4,20.1385306715,58.6036473857
IND00017,26.0,229.603294359,7.2,20.1385306715,58.5425362746
IND00017,29.0,229.603294359,6.4,20.1385306715,59.1314251635
IND00017,28.0,229.603294359,6.4,20.1385306715,58.8536473857
IND00017,28.0,229.603294359,6.8,20.1385306715,58.9758696079
IND00017,28.0,229.603294359,7.15,20.1385306715,59.0828140524
IND00017,27.5,229.603294359,6.5,20.1385306715,58.7453140524
IND00017,31.1,0.0,7.0,10.0,13.0
IND00017,33.5,0.0,6.5,58.0,24.1805555556
IND00017,32.0,0.0,6.1,68.0,25.8638888889
IND00017,32.5,0.0,6.9,72.0,27.1361111111
IND00017,31.0,0.0,7.2,94.0,31.7
IND00017,29.5,0.0,6.8,104.0,33.3833333333
IND00017,31.0,0.0,6.8,76.0,27.5777777778
IND00017,29.5,0.0,6.8,6.0,11.6055555556
IND00017,29.5,0.0,6.7,7.0,11.7972222222
IND00017,30.5,0.0,6.6,18.0,14.4888888889
IND00017,29.5,0.0,6.8,12.0,12.9388888889
IND00017,30.0,0.0,6.8,14.0,13.5222222222
IND00017,30.0,0.0,6.2,14.0,13.3388888889
IND00017,30.5,0.0,6.1,32.0,17.4472222222
IND00017,31.0,0.0,5.9,42.0,19.7472222222
IND00017,31.0,0.0,6.4,28.0,16.7888888889
IND00017,30.5,0.0,6.8,16.0,14.1055555556
IND00017,28.0,229.603294359,7.5,1.0,54.9367516809
IND00017,27.0,229.603294359,7.2,1.0,54.5673072365
IND00017,29.0,229.603294359,6.7,0.0,54.747862792
IND00017,27.0,229.603294359,7.1,0.0,54.3145294587
IND00017,27.0,229.603294359,5.2,0.0,53.7339739031
IND00017,29.0,229.603294359,6.7,0.0,54.747862792
IND00017,29.0,229.603294359,6.3,0.0,54.6256405698
IND00017,30.0,229.603294359,7.1,0.0,55.147862792
IND00017,30.0,229.603294359,6.8,0.0,55.0561961254
IND00017,30.5,229.603294359,7.3,0.0,55.347862792
IND00017,27.5,229.603294359,7.0,0.0,54.422862792
IND00017,27.5,229.603294359,6.7,0.0,54.3311961254
IND00017,28.0,229.603294359,7.2,0.0,54.622862792
IND00017,30.0,229.603294359,7.2,0.0,55.1784183476
IND00017,28.0,229.603294359,7.1,1.0,54.8145294587
IND00017,30.0,229.603294359,6.0,0.0,54.8117516809
IND00017,29.0,229.603294359,8.0,0.0,55.1450850143
IND00017,28.0,229.603294359,7.0,0.0,54.5617516809
IND00017,31.0,229.603294359,5.0,0.0,54.7839739031
IND00017,33.0,229.603294359,7.0,0.0,55.9506405698
IND00017,32.0,229.603294359,7.0,0.0,55.672862792
IND00017,28.0,229.603294359,7.0,0.0,54.5617516809
IND00017,28.0,229.603294359,8.0,1.0,55.0895294587
IND00017,28.0,229.603294359,7.0,2.0,55.0061961254
IND00017,29.0,229.603294359,7.0,2.0,55.2839739031
IND00017,28.0,229.603294359,7.0,1.0,54.7839739031
IND00017,28.0,229.603294359,7.0,0.0,54.5617516809
IND00017,27.0,229.603294359,8.0,0.0,54.5895294587
IND00017,29.0,229.603294359,6.6,20.1385306715,59.1925362746
IND00017,27.5,229.603294359,7.2,20.1385306715,58.9592029413
IND00017,29.0,229.603294359,5.2,20.1385306715,58.7647584968
IND00017,28.0,229.603294359,7.8,20.1385306715,59.2814251635
IND00017,26.5,229.603294359,6.8,4.0,54.972862792
IND00017,27.0,229.603294359,8.2,4.0,55.5395294587
IND00017,27.0,229.603294359,7.0,1.0,54.5061961254
IND00017,28.0,229.603294359,6.9,2.0,54.9756405698
IND00017,28.0,229.603294359,6.3,1.0,54.5700850143
IND00017,27.5,229.603294359,4.8,1.0,53.972862792
IND00017,29.5,229.603294359,7.4,2.0,55.5450850143
IND00017,28.0,229.603294359,7.0,1.0,54.7839739031
IND00017,26.0,229.603294359,6.6,20.1385306715,58.3592029413
IND00017,26.5,229.603294359,7.0,20.1385306715,58.6203140524
IND00017,26.0,229.603294359,7.1,1.0,54.2589739031
IND00017,28.0,229.603294359,7.0,20.1385306715,59.036980719
IND00017,26.5,229.603294359,4.5,1.0,53.6034183476
IND00017,25.0,229.603294359,7.1,20.1385306715,58.2342029413
IND00017,23.0,229.603294359,6.3,1.0,53.1811961254
IND00017,27.5,229.603294359,6.6,20.1385306715,58.7758696079
IND00017,27.0,229.603294359,7.1,1.0,54.5367516809
IND00017,27.0,229.603294359,7.3,20.1385306715,58.8508696079
IND00017,26.5,229.603294359,5.4,20.1385306715,58.1314251635
IND00017,26.0,229.603294359,7.2,1.0,54.2895294587
IND00017,27.0,229.603294359,6.1,20.1385306715,58.4842029412
IND00017,27.0,229.603294359,5.8,20.1385306715,58.3925362746
IND00017,27.0,229.603294359,6.4,20.1385306715,58.5758696079
IND00017,28.0,81.0,8.2,1.5,26.3666666667
IND00017,28.0,229.603294359,6.8,20.1385306715,58.9758696079
IND00017,28.0,229.603294359,5.5,20.1385306715,58.5786473857
IND00017,30.0,229.603294359,6.4,20.1385306715,59.4092029413
IND00017,30.0,229.603294359,6.7,0.3,55.0923072365
IND00017,28.0,229.603294359,5.8,20.1385306715,58.6703140524
IND00017,28.5,229.603294359,6.5,20.1385306715,59.0230918301
IND00017,26.0,229.603294359,6.3,20.1385306715,58.2675362746
IND00017,29.0,229.603294359,6.6,20.1385306715,59.1925362746
IND00017,28.0,229.603294359,4.6,20.1385306715,58.3036473857
IND00017,29.0,229.603294359,6.3,20.1385306715,59.1008696079
IND00017,32.0,1666.0,6.4,1.2,335.055555556
IND00017,30.0,229.603294359,4.3,20.1385306715,58.7675362746
IND00017,26.0,229.603294359,6.7,20.1385306715,58.3897584968
IND00017,26.0,229.603294359,7.6,20.1385306715,58.6647584968
IND00017,25.0,229.603294359,7.8,20.1385306715,58.4480918301
IND00017,28.0,229.603294359,6.6,20.1385306715,58.9147584968
IND00017,27.0,229.603294359,6.5,20.1385306715,58.6064251635
IND00017,28.0,229.603294359,5.9,20.1385306715,58.7008696079
IND00017,28.0,229.603294359,6.2,20.1385306715,58.7925362746
IND00017,30.0,229.603294359,6.7,20.1385306715,59.5008696079
IND00017,30.0,229.603294359,6.6,20.1385306715,59.4703140524
IND00017,31.0,229.603294359,6.2,20.1385306715,59.6258696079
IND00017,29.0,229.603294359,7.2,20.1385306715,59.3758696079
IND00017,27.0,229.603294359,5.9,20.1385306715,58.4230918301
IND00017,24.0,229.603294359,6.3,20.1385306715,57.711980719
IND00017,26.0,229.603294359,6.9,20.1385306715,58.4508696079
IND00017,27.0,229.603294359,6.7,20.1385306715,58.6675362746
IND00017,26.0,229.603294359,6.8,20.1385306715,58.4203140524
IND00017,31.0,230.0,5.9,1.0,55.3583333333
IND00017,26.0,229.603294359,6.7,20.1385306715,58.3897584968
IND00017,29.0,229.603294359,6.9,20.1385306715,59.2842029413
IND00017,28.0,229.603294359,6.6,20.1385306715,58.9147584968
IND00017,29.0,229.603294359,6.6,20.1385306715,59.1925362746
IND00017,25.0,229.603294359,5.8,20.1385306715,57.836980719
IND00017,29.0,229.603294359,6.3,20.1385306715,59.1008696079
IND00017,28.5,229.603294359,6.6,20.1385306715,59.0536473857
IND00017,27.0,229.603294359,6.7,20.1385306715,58.6675362746
IND00017,26.0,229.603294359,6.2,20.1385306715,58.236980719
IND00017,26.5,229.603294359,6.3,20.1385306715,58.4064251635
IND00017,26.0,229.603294359,6.7,20.1385306715,58.3897584968
IND00017,28.0,229.603294359,6.5,20.1385306715,58.8842029413
IND00017,29.5,229.603294359,6.5,20.1385306715,59.3008696079
IND00017,30.0,229.603294359,6.9,20.1385306715,59.561980719
IND00017,30.0,229.603294359,6.3,20.1385306715,59.3786473857
IND00017,30.5,229.603294359,6.9,20.1385306715,59.7008696079
IND00017,26.0,229.603294359,6.8,20.1385306715,58.4203140524
IND00017,27.0,229.603294359,6.8,20.1385306715,58.6980918301
IND00017,29.0,229.603294359,6.5,20.1385306715,59.161980719
IND00017,27.5,229.603294359,6.9,20.1385306715,58.8675362746
IND00017,31.0,229.603294359,6.7,20.1385306715,59.7786473857
IND00017,28.5,229.603294359,6.3,20.1385306715,58.961980719
IND00017,27.0,229.603294359,6.3,20.1385306715,58.5453140524
IND00017,28.0,229.603294359,6.3,20.1385306715,58.8230918301
IND00017,29.5,229.603294359,7.1,20.1385306715,59.4842029412
IND00017,29.0,229.603294359,6.5,20.1385306715,59.161980719
IND00017,29.0,229.603294359,5.9,20.1385306715,58.9786473857
IND00017,26.5,229.603294359,6.4,1.0,54.1839739031
IND00017,27.0,229.603294359,3.6,1.0,53.4673072365
IND00017,27.0,229.603294359,5.2,1.0,53.9561961254
IND00017,24.5,229.603294359,6.3,2.0,53.8200850143
IND00017,27.0,229.603294359,4.2,1.0,53.6506405698
IND00017,26.0,229.603294359,7.2,2.0,54.5117516809
IND00017,27.0,229.603294359,6.8,2.0,54.6673072365
IND00017,27.5,229.603294359,7.0,20.1385306715,58.8980918301
IND00017,26.0,229.603294359,6.5,2.0,54.297862792
IND00017,30.0,229.603294359,6.6,20.1385306715,59.4703140524
IND00017,29.0,229.603294359,6.9,20.1385306715,59.2842029413
IND00017,26.5,229.603294359,6.8,20.1385306715,58.5592029412
IND00017,28.0,229.603294359,4.0,20.1385306715,58.1203140524
IND00017,29.0,229.603294359,4.5,20.1385306715,58.5508696079
IND00017,29.0,229.603294359,5.9,20.1385306715,58.9786473857
IND00017,30.5,229.603294359,6.5,20.1385306715,59.5786473857
IND00017,24.0,229.603294359,6.5,20.1385306715,57.7730918301
IND00017,29.0,229.603294359,6.2,20.1385306715,59.0703140524
IND00017,29.0,229.603294359,6.6,20.1385306715,59.1925362746
IND00017,26.0,229.603294359,6.7,20.1385306715,58.3897584968
IND00017,25.5,229.603294359,6.6,20.1385306715,58.2203140524
IND00017,26.6836370236,229.603294359,6.4,20.1385306715,58.4879910034
IND00017,30.0,229.603294359,7.0,20.1385306715,59.5925362746
IND00017,31.0,229.603294359,6.1,20.1385306715,59.5953140524
IND00017,26.0,229.603294359,6.2,20.1385306715,58.236980719
IND00017,27.0,229.603294359,7.1,1.0,54.5367516809
IND00017,29.0,229.603294359,4.9,2.0,54.6423072365
IND00017,28.5,1600.0,5.3,29.0,327.091666667
IND00017,30.5,0.0,6.3,15.0,13.7305555556
IND00017,32.0,0.0,6.2,30.0,17.45
IND00017,32.5,0.0,6.2,35.0,18.7
IND00017,31.0,0.0,6.8,27.0,16.6888888889
IND00017,31.0,0.0,6.4,18.0,14.5666666667
IND00017,33.0,229.603294359,6.0,20.1385306715,60.1203140524
IND00017,29.5,229.603294359,5.5,20.1385306715,58.9953140524
IND00017,27.5,229.603294359,7.1,1.0,54.6756405698
IND00017,28.5,229.603294359,7.3,19.0,59.0145294587
IND00017,27.0,229.603294359,6.7,0.0,54.1923072365
IND00017,27.5,229.603294359,4.8,0.0,53.7506405698
IND00017,31.0,229.603294359,5.25,20.1385306715,59.3355918301
IND00017,29.0,229.603294359,6.7,20.1385306715,59.2230918301
IND00017,28.0,229.603294359,4.2,20.1385306715,58.1814251635
IND00017,30.0,229.603294359,5.6,20.1385306715,59.1647584968
IND00017,30.0,229.603294359,6.4,20.1385306715,59.4092029413
IND00017,24.5,229.603294359,6.6,20.1385306715,57.9425362746
IND00017,30.0,229.603294359,6.7,20.1385306715,59.5008696079
IND00017,27.5,229.603294359,6.0,20.1385306715,58.5925362746
IND00017,28.5,229.603294359,4.2,20.1385306715,58.3203140524
IND00017,31.0,229.603294359,6.2,20.1385306715,59.6258696079
IND00018,27.0,229.603294359,7.1,0.0,54.3145294587
IND00018,26.5,229.603294359,6.8,1.0,54.3061961254
IND00018,27.5,229.603294359,7.6,0.0,54.6061961254
IND00018,26.5,229.603294359,7.0,0.0,54.1450850143
IND00018,27.0,229.603294359,7.0,0.0,54.2839739031
IND00018,27.0,229.603294359,6.5,0.0,54.1311961254
IND00018,26.5,229.603294359,7.0,1.0,54.3673072365
IND00018,24.0,229.603294359,6.9,1.0,53.6423072365
IND00018,26.0,229.603294359,7.0,1.0,54.2284183476
IND00018,26.0,229.603294359,7.3,0.0,54.097862792
IND00018,26.0,229.603294359,7.1,0.0,54.0367516809
IND00018,24.0,229.603294359,7.5,0.0,53.6034183476
IND00018,24.0,229.603294359,7.6,0.0,53.6339739031
IND00018,26.5,229.603294359,7.3,1.0,54.4589739031
IND00018,27.0,229.603294359,7.5,0.0,54.4367516809
IND00018,27.0,229.603294359,7.0,1.0,54.5061961254
IND00018,30.0,229.603294359,6.9,0.0,55.0867516809
IND00018,29.5,229.603294359,7.2,1.0,55.2617516809
IND00018,29.0,229.603294359,7.8,0.0,55.0839739031
IND00018,25.5,229.603294359,7.2,0.0,53.9284183476
IND00018,26.5,229.603294359,7.6,1.0,54.5506405698
IND00018,25.0,229.603294359,7.3,3.0,54.4867516809
IND00018,28.0,229.603294359,7.4,1.0,54.9061961254
IND00018,25.5,229.603294359,7.3,0.0,53.9589739031
IND00018,27.0,229.603294359,6.7,0.0,54.1923072365
IND00018,26.0,229.603294359,7.0,0.0,54.0061961254
IND00018,28.5,229.603294359,7.0,0.0,54.7006405698
IND00018,30.0,229.603294359,7.2,0.0,55.1784183476
IND00018,25.5,229.603294359,7.1,0.0,53.897862792
IND00018,26.0,229.603294359,7.6,0.0,54.1895294587
IND00018,27.0,229.603294359,7.9,0.0,54.5589739031
IND00018,27.0,229.603294359,7.5,0.0,54.4367516809
IND00018,27.0,229.603294359,7.4,0.0,54.4061961254
IND00018,27.0,229.603294359,7.9,0.0,54.5589739031
IND00018,26.0,229.603294359,8.0,0.0,54.3117516809
IND00018,27.0,229.603294359,8.0,0.0,54.5895294587
IND00018,29.0,229.603294359,7.0,0.0,54.8395294587
IND00018,31.0,229.603294359,8.0,0.0,55.7006405698
IND00018,30.0,229.603294359,7.0,0.0,55.1173072365
IND00018,27.0,229.603294359,7.0,1.0,54.5061961254
IND00018,28.0,229.603294359,7.0,1.0,54.7839739031
IND00018,28.0,229.603294359,7.0,4.0,55.4506405698
IND00018,28.0,229.603294359,8.0,0.0,54.8673072365
IND00018,28.0,229.603294359,7.4,2.0,55.1284183476
IND00018,29.0,229.603294359,6.8,3.0,55.4450850143
IND00018,28.0,229.603294359,7.2,4.0,55.5117516809
IND00018,29.0,229.603294359,6.8,2.0,55.222862792
IND00018,29.0,20.0,6.4,0.0,13.9
IND00018,24.0,229.603294359,6.6,20.1385306715,57.8036473857
IND00018,30.0,229.603294359,6.7,20.1385306715,59.5008696079
IND00018,24.5,229.603294359,6.5,20.1385306715,57.911980719
IND00018,29.0,229.603294359,6.8,20.1385306715,59.2536473857
IND00018,26.0,229.603294359,6.4,20.1385306715,58.2980918301
IND00018,27.0,229.603294359,6.8,20.1385306715,58.6980918301
IND00018,26.0,229.603294359,6.6,20.1385306715,58.3592029413
IND00018,25.5,229.603294359,6.9,20.1385306715,58.311980719
IND00018,28.0,229.603294359,6.8,20.1385306715,58.9758696079
IND00018,29.0,229.603294359,7.0,0.3,54.9061961254
IND00018,26.0,229.603294359,6.7,20.1385306715,58.3897584968
IND00018,25.5,229.603294359,6.9,20.1385306715,58.311980719
IND00018,27.0,229.603294359,6.9,20.1385306715,58.7286473857
IND00018,26.5,229.603294359,6.6,20.1385306715,58.4980918301
IND00018,28.0,229.603294359,6.7,20.1385306715,58.9453140524
IND00018,27.0,229.603294359,6.9,20.1385306715,58.7286473857
IND00018,29.5,229.603294359,6.6,20.1385306715,59.3314251635
IND00018,29.5,229.603294359,6.4,20.1385306715,59.2703140524
IND00018,30.0,229.603294359,7.1,20.1385306715,59.6230918301
IND00018,26.5,229.603294359,6.7,20.1385306715,58.5286473857
IND00018,26.5,229.603294359,6.4,20.1385306715,58.436980719
IND00018,28.0,229.603294359,6.7,20.1385306715,58.9453140524
IND00018,27.0,229.603294359,6.6,20.1385306715,58.636980719
IND00018,26.0,229.603294359,6.6,20.1385306715,58.3592029413
IND00018,28.0,229.603294359,6.7,20.1385306715,58.9453140524
IND00018,30.0,229.603294359,7.3,20.1385306715,59.6842029413
IND00018,28.0,229.603294359,7.1,20.1385306715,59.0675362746
IND00018,29.0,229.603294359,7.4,20.1385306715,59.436980719
IND00018,25.0,229.603294359,6.9,20.1385306715,58.1730918301
IND00018,28.0,229.603294359,6.7,20.1385306715,58.9453140524
IND00018,29.0,229.603294359,7.0,20.1385306715,59.3147584968
IND00018,30.0,229.603294359,6.5,20.1385306715,59.4397584968
IND00018,30.0,229.603294359,6.9,20.1385306715,59.561980719
IND00018,28.0,229.603294359,6.3,20.1385306715,58.8230918301
IND00018,26.5,229.603294359,6.8,20.1385306715,58.5592029412
IND00018,27.0,229.603294359,6.5,20.1385306715,58.6064251635
IND00018,26.0,229.603294359,6.4,20.1385306715,58.2980918301
IND00018,29.0,229.603294359,7.2,20.1385306715,59.3758696079
IND00018,31.0,24.0,6.7,1.0,15.5472222222
IND00018,29.0,229.603294359,5.6,20.1385306715,58.886980719
IND00018,24.0,229.603294359,6.5,20.1385306715,57.7730918301
IND00018,25.0,229.603294359,7.4,20.1385306715,58.3258696079
IND00018,25.0,229.603294359,7.4,20.1385306715,58.3258696079
IND00018,25.0,229.603294359,7.1,20.1385306715,58.2342029413
IND00018,26.0,229.603294359,6.5,20.1385306715,58.3286473857
IND00018,27.0,229.603294359,6.6,20.1385306715,58.636980719
IND00018,29.0,229.603294359,6.7,20.1385306715,59.2230918301
IND00018,28.0,229.603294359,6.5,20.1385306715,58.8842029413
IND00018,30.0,229.603294359,7.0,20.1385306715,59.5925362746
IND00018,30.0,229.603294359,6.5,20.1385306715,59.4397584968
IND00018,29.0,229.603294359,7.3,20.1385306715,59.4064251635
IND00018,25.0,229.603294359,6.6,20.1385306715,58.0814251635
IND00018,23.0,229.603294359,6.7,20.1385306715,57.5564251635
IND00018,27.5,229.603294359,7.1,20.1385306715,58.9286473857
IND00018,27.5,229.603294359,6.4,20.1385306715,58.7147584968
IND00018,25.1,229.603294359,6.6,20.1385306715,58.1092029413
IND00018,33.0,0.0,6.2,64.0,25.2833333333
IND00018,34.5,0.0,7.2,4.0,12.6722222222
IND00018,33.5,0.0,7.2,12.0,14.1722222222
IND00018,31.5,0.0,7.6,16.0,14.6277777778
IND00018,32.5,0.0,7.4,23.0,16.4
IND00018,31.0,0.0,7.2,14.0,13.9222222222
IND00018,29.5,0.0,7.2,2.0,10.8388888889
IND00018,29.0,0.0,7.2,1.0,10.4777777778
IND00018,30.5,0.0,7.6,2.0,11.2388888889
IND00018,29.5,0.0,7.4,10.0,12.6777777778
IND00018,30.5,0.0,7.4,3.0,11.4
IND00018,31.0,0.0,6.8,6.0,12.0222222222
IND00018,30.0,0.0,7.4,9.0,12.5944444444
IND00018,30.5,0.0,7.3,4.0,11.5916666667
IND00018,30.5,0.0,7.2,4.0,11.5611111111
IND00018,31.0,0.0,7.2,3.0,11.4777777778
IND00018,31.0,0.0,7.1,2.0,11.225
